날짜,시간,종가
2022/03/18,13:20:00,360.75
2022/03/18,13:15:00,360.5
2022/03/18,13:10:00,360.3
2022/03/18,13:05:00,360.5
2022/03/18,13:00:00,360.25
2022/03/18,12:55:00,360.2
2022/03/18,12:50:00,359.9
2022/03/18,12:45:00,359.85
2022/03/18,12:40:00,359.75
2022/03/18,12:35:00,359.4
2022/03/18,12:30:00,359.7
2022/03/18,12:25:00,359.65
2022/03/18,12:20:00,359.5
2022/03/18,12:15:00,359.75
2022/03/18,12:10:00,360.05
2022/03/18,12:05:00,360.1
2022/03/18,12:00:00,360.3
2022/03/18,11:55:00,360.15
2022/03/18,11:50:00,359.95
2022/03/18,11:45:00,360.05
2022/03/18,11:40:00,360.1
2022/03/18,11:35:00,360.25
2022/03/18,11:30:00,360.35
2022/03/18,11:25:00,360.35
2022/03/18,11:20:00,360.05
2022/03/18,11:15:00,360.15
2022/03/18,11:10:00,359.8
2022/03/18,11:05:00,360.2
2022/03/18,11:00:00,360.65
2022/03/18,10:55:00,360.7
2022/03/18,10:50:00,360.45
2022/03/18,10:45:00,360.5
2022/03/18,10:40:00,360.05
2022/03/18,10:35:00,360.1
2022/03/18,10:30:00,360.2
2022/03/18,10:25:00,359.95
2022/03/18,10:20:00,360.35
2022/03/18,10:15:00,360.15
2022/03/18,10:10:00,360.25
2022/03/18,10:05:00,360
2022/03/18,10:00:00,360.35
2022/03/18,09:55:00,360.75
2022/03/18,09:50:00,360.65
2022/03/18,09:45:00,360.85
2022/03/18,09:40:00,360.9
2022/03/18,09:35:00,361.5
2022/03/18,09:30:00,362.05
2022/03/18,09:25:00,361.15
2022/03/18,09:20:00,361.3
2022/03/18,09:15:00,360.7
2022/03/18,09:10:00,361
2022/03/18,09:05:00,360.9
2022/03/18,09:00:00,360.8
2022/03/17,15:45:00,361.75
2022/03/17,15:30:00,361.2
2022/03/17,15:25:00,361.1
2022/03/17,15:20:00,361.5
2022/03/17,15:15:00,361.65
2022/03/17,15:10:00,361.45
2022/03/17,15:05:00,361.6
2022/03/17,15:00:00,361.5
2022/03/17,14:55:00,361.55
2022/03/17,14:50:00,361.55
2022/03/17,14:45:00,362.05
2022/03/17,14:40:00,362.3
2022/03/17,14:35:00,362.25
2022/03/17,14:30:00,362.5
2022/03/17,14:25:00,362.8
2022/03/17,14:20:00,362.8
2022/03/17,14:15:00,363.15
2022/03/17,14:10:00,363.2
2022/03/17,14:05:00,363
2022/03/17,14:00:00,362.95
2022/03/17,13:55:00,363.25
2022/03/17,13:50:00,363.25
2022/03/17,13:45:00,363.2
2022/03/17,13:40:00,363.15
2022/03/17,13:35:00,363
2022/03/17,13:30:00,362.85
2022/03/17,13:25:00,362.7
2022/03/17,13:20:00,363
2022/03/17,13:15:00,362.85
2022/03/17,13:10:00,363.25
2022/03/17,13:05:00,363.1
2022/03/17,13:00:00,362.95
2022/03/17,12:55:00,363.05
2022/03/17,12:50:00,363
2022/03/17,12:45:00,362.9
2022/03/17,12:40:00,362.9
2022/03/17,12:35:00,362.95
2022/03/17,12:30:00,362.8
2022/03/17,12:25:00,362.8
2022/03/17,12:20:00,362.65
2022/03/17,12:15:00,362.25
2022/03/17,12:10:00,362.85
2022/03/17,12:05:00,362.8
2022/03/17,12:00:00,362.85
2022/03/17,11:55:00,363.05
2022/03/17,11:50:00,363.15
2022/03/17,11:45:00,362.8
2022/03/17,11:40:00,362.85
2022/03/17,11:35:00,363
2022/03/17,11:30:00,362.95
2022/03/17,11:25:00,363.1
2022/03/17,11:20:00,363.35
2022/03/17,11:15:00,362.95
2022/03/17,11:10:00,362.75
2022/03/17,11:05:00,362.55
2022/03/17,11:00:00,362.3
2022/03/17,10:55:00,361.8
2022/03/17,10:50:00,361.5
2022/03/17,10:45:00,361.8
2022/03/17,10:40:00,362.05
2022/03/17,10:35:00,362.15
2022/03/17,10:30:00,362.8
2022/03/17,10:25:00,362.65
2022/03/17,10:20:00,363.05
2022/03/17,10:15:00,363.1
2022/03/17,10:10:00,363.05
2022/03/17,10:05:00,363.1
2022/03/17,10:00:00,363.6
2022/03/17,09:55:00,363.4
2022/03/17,09:50:00,363.6
2022/03/17,09:45:00,363.35
2022/03/17,09:40:00,363.4
2022/03/17,09:35:00,363.75
2022/03/17,09:30:00,363.65
2022/03/17,09:25:00,363.25
2022/03/17,09:20:00,363.55
2022/03/17,09:15:00,363.15
2022/03/17,09:10:00,363.1
2022/03/17,09:05:00,362.6
2022/03/17,09:00:00,362.65
2022/03/16,15:45:00,356.1
2022/03/16,15:30:00,355.75
2022/03/16,15:25:00,355.8
2022/03/16,15:20:00,356
2022/03/16,15:15:00,355.65
2022/03/16,15:10:00,355.45
2022/03/16,15:05:00,355.4
2022/03/16,15:00:00,355.4
2022/03/16,14:55:00,355.45
2022/03/16,14:50:00,355.3
2022/03/16,14:45:00,355.6
2022/03/16,14:40:00,355.55
2022/03/16,14:35:00,354.75
2022/03/16,14:30:00,354.65
2022/03/16,14:25:00,354.5
2022/03/16,14:20:00,354.4
2022/03/16,14:15:00,354.4
2022/03/16,14:10:00,353.7
2022/03/16,14:05:00,353.85
2022/03/16,14:00:00,353.8
2022/03/16,13:55:00,353.45
2022/03/16,13:50:00,353.55
2022/03/16,13:45:00,353.5
2022/03/16,13:40:00,353.25
2022/03/16,13:35:00,353.35
2022/03/16,13:30:00,353.15
2022/03/16,13:25:00,353.2
2022/03/16,13:20:00,353.05
2022/03/16,13:15:00,353.05
2022/03/16,13:10:00,353.25
2022/03/16,13:05:00,353.35
2022/03/16,13:00:00,353.2
2022/03/16,12:55:00,353.15
2022/03/16,12:50:00,353
2022/03/16,12:45:00,353.15
2022/03/16,12:40:00,352.95
2022/03/16,12:35:00,353.1
2022/03/16,12:30:00,352.7
2022/03/16,12:25:00,352.95
2022/03/16,12:20:00,352.9
2022/03/16,12:15:00,352.65
2022/03/16,12:10:00,352.45
2022/03/16,12:05:00,352.35
2022/03/16,12:00:00,352.6
2022/03/16,11:55:00,352.75
2022/03/16,11:50:00,352.85
2022/03/16,11:45:00,353.25
2022/03/16,11:40:00,353.1
2022/03/16,11:35:00,353.1
2022/03/16,11:30:00,352.95
2022/03/16,11:25:00,353.1
2022/03/16,11:20:00,353.1
2022/03/16,11:15:00,353.2
2022/03/16,11:10:00,353.65
2022/03/16,11:05:00,353.15
2022/03/16,11:00:00,353.3
2022/03/16,10:55:00,353.05
2022/03/16,10:50:00,352.5
2022/03/16,10:45:00,352.15
2022/03/16,10:40:00,351.95
2022/03/16,10:35:00,352.1
2022/03/16,10:30:00,352.25
2022/03/16,10:25:00,352.65
2022/03/16,10:20:00,352.75
2022/03/16,10:15:00,352.5
2022/03/16,10:10:00,352.45
2022/03/16,10:05:00,352.4
2022/03/16,10:00:00,352.3
2022/03/16,09:55:00,352.05
2022/03/16,09:50:00,351.85
2022/03/16,09:45:00,351.55
2022/03/16,09:40:00,352.15
2022/03/16,09:35:00,352.45
2022/03/16,09:30:00,352.55
2022/03/16,09:25:00,352.8
2022/03/16,09:20:00,352.8
2022/03/16,09:15:00,352.95
2022/03/16,09:10:00,353.05
2022/03/16,09:05:00,353.55
2022/03/16,09:00:00,353.3
2022/03/15,15:45:00,350.3
2022/03/15,15:30:00,350.4
2022/03/15,15:25:00,350.55
2022/03/15,15:20:00,350.65
2022/03/15,15:15:00,350.45
2022/03/15,15:10:00,350.55
2022/03/15,15:05:00,350.5
2022/03/15,15:00:00,350.55
2022/03/15,14:55:00,351.05
2022/03/15,14:50:00,350.95
2022/03/15,14:45:00,351.4
2022/03/15,14:40:00,351.4
2022/03/15,14:35:00,351.5
2022/03/15,14:30:00,351.7
2022/03/15,14:25:00,351.75
2022/03/15,14:20:00,351.8
2022/03/15,14:15:00,351.55
2022/03/15,14:10:00,351.45
2022/03/15,14:05:00,351.65
2022/03/15,14:00:00,351.5
2022/03/15,13:55:00,351.95
2022/03/15,13:50:00,351.95
2022/03/15,13:45:00,352
2022/03/15,13:40:00,351.95
2022/03/15,13:35:00,351.95
2022/03/15,13:30:00,351.85
2022/03/15,13:25:00,351.65
2022/03/15,13:20:00,351.7
2022/03/15,13:15:00,351.8
2022/03/15,13:10:00,351.55
2022/03/15,13:05:00,351.25
2022/03/15,13:00:00,351.4
2022/03/15,12:55:00,351.3
2022/03/15,12:50:00,351.5
2022/03/15,12:45:00,351.35
2022/03/15,12:40:00,351.65
2022/03/15,12:35:00,351.7
2022/03/15,12:30:00,351.8
2022/03/15,12:25:00,351.75
2022/03/15,12:20:00,351.85
2022/03/15,12:15:00,351.55
2022/03/15,12:10:00,351.75
2022/03/15,12:05:00,351.8
2022/03/15,12:00:00,351.9
2022/03/15,11:55:00,351.8
2022/03/15,11:50:00,351.75
2022/03/15,11:45:00,351.85
2022/03/15,11:40:00,351.75
2022/03/15,11:35:00,352.05
2022/03/15,11:30:00,351.8
2022/03/15,11:25:00,351.8
2022/03/15,11:20:00,351.35
2022/03/15,11:15:00,351.25
2022/03/15,11:10:00,351.4
2022/03/15,11:05:00,350.8
2022/03/15,11:00:00,350.35
2022/03/15,10:55:00,349.95
2022/03/15,10:50:00,350
2022/03/15,10:45:00,350.4
2022/03/15,10:40:00,350.75
2022/03/15,10:35:00,350.95
2022/03/15,10:30:00,351.25
2022/03/15,10:25:00,351.8
2022/03/15,10:20:00,352.25
2022/03/15,10:15:00,351.75
2022/03/15,10:10:00,352.45
2022/03/15,10:05:00,352.45
2022/03/15,10:00:00,352.7
2022/03/15,09:55:00,352.35
2022/03/15,09:50:00,352.65
2022/03/15,09:45:00,352.8
2022/03/15,09:40:00,352.6
2022/03/15,09:35:00,352.55
2022/03/15,09:30:00,352.55
2022/03/15,09:25:00,352.55
2022/03/15,09:20:00,352.1
2022/03/15,09:15:00,352.15
2022/03/15,09:10:00,352.15
2022/03/15,09:05:00,352.9
2022/03/15,09:00:00,352.15
2022/03/14,15:45:00,354
2022/03/14,15:30:00,353.75
2022/03/14,15:25:00,354
2022/03/14,15:20:00,354.15
2022/03/14,15:15:00,353.6
2022/03/14,15:10:00,353.35
2022/03/14,15:05:00,353.35
2022/03/14,15:00:00,353.35
2022/03/14,14:55:00,353.8
2022/03/14,14:50:00,353.75
2022/03/14,14:45:00,353.85
2022/03/14,14:40:00,353.6
2022/03/14,14:35:00,353.65
2022/03/14,14:30:00,353.65
2022/03/14,14:25:00,353.95
2022/03/14,14:20:00,354
2022/03/14,14:15:00,354.15
2022/03/14,14:10:00,354.3
2022/03/14,14:05:00,354.2
2022/03/14,14:00:00,353.6
2022/03/14,13:55:00,353.8
2022/03/14,13:50:00,353.6
2022/03/14,13:45:00,353.5
2022/03/14,13:40:00,353.4
2022/03/14,13:35:00,353.5
2022/03/14,13:30:00,353.5
2022/03/14,13:25:00,353.4
2022/03/14,13:20:00,353.65
2022/03/14,13:15:00,353.4
2022/03/14,13:10:00,353
2022/03/14,13:05:00,353.1
2022/03/14,13:00:00,353.1
2022/03/14,12:55:00,352.85
2022/03/14,12:50:00,352.95
2022/03/14,12:45:00,352.6
2022/03/14,12:40:00,352.8
2022/03/14,12:35:00,352.9
2022/03/14,12:30:00,352.85
2022/03/14,12:25:00,353.1
2022/03/14,12:20:00,353.25
2022/03/14,12:15:00,352.55
2022/03/14,12:10:00,352.4
2022/03/14,12:05:00,352.4
2022/03/14,12:00:00,353.1
2022/03/14,11:55:00,352.9
2022/03/14,11:50:00,353.1
2022/03/14,11:45:00,353
2022/03/14,11:40:00,353.1
2022/03/14,11:35:00,353
2022/03/14,11:30:00,352.85
2022/03/14,11:25:00,353.1
2022/03/14,11:20:00,353.25
2022/03/14,11:15:00,353.55
2022/03/14,11:10:00,353.35
2022/03/14,11:05:00,353.15
2022/03/14,11:00:00,353.05
2022/03/14,10:55:00,353.75
2022/03/14,10:50:00,353.5
2022/03/14,10:45:00,353.4
2022/03/14,10:40:00,353.95
2022/03/14,10:35:00,354.1
2022/03/14,10:30:00,354.15
2022/03/14,10:25:00,355.3
2022/03/14,10:20:00,355
2022/03/14,10:15:00,355
2022/03/14,10:10:00,354.8
2022/03/14,10:05:00,355
2022/03/14,10:00:00,355.2
2022/03/14,09:55:00,355.15
2022/03/14,09:50:00,354.65
2022/03/14,09:45:00,354.35
2022/03/14,09:40:00,354.2
2022/03/14,09:35:00,353.9
2022/03/14,09:30:00,354.5
2022/03/14,09:25:00,354.9
2022/03/14,09:20:00,355.3
2022/03/14,09:15:00,355.75
2022/03/14,09:10:00,354.55
2022/03/14,09:05:00,354.25
2022/03/14,09:00:00,354.5
2022/03/11,15:45:00,354.15
2022/03/11,15:30:00,354.65
2022/03/11,15:25:00,354.7
2022/03/11,15:20:00,354.8
2022/03/11,15:15:00,354.45
2022/03/11,15:10:00,354.55
2022/03/11,15:05:00,354.4
2022/03/11,15:00:00,354.3
2022/03/11,14:55:00,354.35
2022/03/11,14:50:00,354.15
2022/03/11,14:45:00,353.65
2022/03/11,14:40:00,353.55
2022/03/11,14:35:00,353.9
2022/03/11,14:30:00,353.25
2022/03/11,14:25:00,352.9
2022/03/11,14:20:00,352.75
2022/03/11,14:15:00,352.75
2022/03/11,14:10:00,352.8
2022/03/11,14:05:00,352.9
2022/03/11,14:00:00,352.9
2022/03/11,13:55:00,353.05
2022/03/11,13:50:00,353.3
2022/03/11,13:45:00,353.35
2022/03/11,13:40:00,353.35
2022/03/11,13:35:00,353.45
2022/03/11,13:30:00,353.25
2022/03/11,13:25:00,353.2
2022/03/11,13:20:00,353.45
2022/03/11,13:15:00,353.05
2022/03/11,13:10:00,352.9
2022/03/11,13:05:00,353.1
2022/03/11,13:00:00,353.3
2022/03/11,12:55:00,353.4
2022/03/11,12:50:00,353.35
2022/03/11,12:45:00,353.05
2022/03/11,12:40:00,353
2022/03/11,12:35:00,352.7
2022/03/11,12:30:00,352.8
2022/03/11,12:25:00,352.75
2022/03/11,12:20:00,352.8
2022/03/11,12:15:00,353.1
2022/03/11,12:10:00,353.1
2022/03/11,12:05:00,353.1
2022/03/11,12:00:00,353.45
2022/03/11,11:55:00,353.2
2022/03/11,11:50:00,353.35
2022/03/11,11:45:00,353
2022/03/11,11:40:00,353.25
2022/03/11,11:35:00,353.4
2022/03/11,11:30:00,353.2
2022/03/11,11:25:00,353.35
2022/03/11,11:20:00,353.55
2022/03/11,11:15:00,354
2022/03/11,11:10:00,354.3
2022/03/11,11:05:00,354.35
2022/03/11,11:00:00,353.85
2022/03/11,10:55:00,353.5
2022/03/11,10:50:00,353.75
2022/03/11,10:45:00,353.45
2022/03/11,10:40:00,353.4
2022/03/11,10:35:00,353.4
2022/03/11,10:30:00,353.3
2022/03/11,10:25:00,353.25
2022/03/11,10:20:00,353.05
2022/03/11,10:15:00,354.05
2022/03/11,10:10:00,354
2022/03/11,10:05:00,353.65
2022/03/11,10:00:00,353.45
2022/03/11,09:55:00,353.95
2022/03/11,09:50:00,354.25
2022/03/11,09:45:00,354.6
2022/03/11,09:40:00,354.3
2022/03/11,09:35:00,354.5
2022/03/11,09:30:00,355.15
2022/03/11,09:25:00,354.9
2022/03/11,09:20:00,355.4
2022/03/11,09:15:00,355.75
2022/03/11,09:10:00,355.45
2022/03/11,09:05:00,354.7
2022/03/11,09:00:00,353.7
2022/03/10,15:45:00,356.9
2022/03/10,15:30:00,356.65
2022/03/10,15:25:00,356.35
2022/03/10,15:20:00,355.55
2022/03/10,15:15:00,355.4
2022/03/10,15:10:00,355.45
2022/03/10,15:05:00,355.15
2022/03/10,15:00:00,355.4
2022/03/10,14:55:00,355.65
2022/03/10,14:50:00,355.65
2022/03/10,14:45:00,355.5
2022/03/10,14:40:00,355.55
2022/03/10,14:35:00,355.85
2022/03/10,14:30:00,355.95
2022/03/10,14:25:00,355.75
2022/03/10,14:20:00,355.7
2022/03/10,14:15:00,355.5
2022/03/10,14:10:00,355.5
2022/03/10,14:05:00,355.4
2022/03/10,14:00:00,355.85
2022/03/10,13:55:00,355.9
2022/03/10,13:50:00,355.6
2022/03/10,13:45:00,355.5
2022/03/10,13:40:00,355.7
2022/03/10,13:35:00,355.8
2022/03/10,13:30:00,356.2
2022/03/10,13:25:00,356.25
2022/03/10,13:20:00,356.1
2022/03/10,13:15:00,355.85
2022/03/10,13:10:00,356.25
2022/03/10,13:05:00,356.35
2022/03/10,13:00:00,356.65
2022/03/10,12:55:00,356.6
2022/03/10,12:50:00,356.7
2022/03/10,12:45:00,356.7
2022/03/10,12:40:00,356.55
2022/03/10,12:35:00,356.6
2022/03/10,12:30:00,356.75
2022/03/10,12:25:00,356.8
2022/03/10,12:20:00,357.05
2022/03/10,12:15:00,356.95
2022/03/10,12:10:00,356.85
2022/03/10,12:05:00,357.15
2022/03/10,12:00:00,357.2
2022/03/10,11:55:00,357.2
2022/03/10,11:50:00,357.25
2022/03/10,11:45:00,357.1
2022/03/10,11:40:00,357.35
2022/03/10,11:35:00,357.35
2022/03/10,11:30:00,357.4
2022/03/10,11:25:00,357.55
2022/03/10,11:20:00,357.55
2022/03/10,11:15:00,357.25
2022/03/10,11:10:00,357.1
2022/03/10,11:05:00,357
2022/03/10,11:00:00,357
2022/03/10,10:55:00,356.75
2022/03/10,10:50:00,356.75
2022/03/10,10:45:00,356.7
2022/03/10,10:40:00,356.75
2022/03/10,10:35:00,356.65
2022/03/10,10:30:00,357.2
2022/03/10,10:25:00,357.25
2022/03/10,10:20:00,357.15
2022/03/10,10:15:00,357.1
2022/03/10,10:10:00,357.05
2022/03/10,10:05:00,356.85
2022/03/10,10:00:00,356.8
2022/03/10,09:55:00,356.7
2022/03/10,09:50:00,357.1
2022/03/10,09:45:00,356.85
2022/03/10,09:40:00,357
2022/03/10,09:35:00,357.25
2022/03/10,09:30:00,357.1
2022/03/10,09:25:00,357.1
2022/03/10,09:20:00,357.15
2022/03/10,09:15:00,356.5
2022/03/10,09:10:00,356.3
2022/03/10,09:05:00,355.95
2022/03/10,09:00:00,356.25
2022/03/08,15:45:00,347
2022/03/08,15:30:00,347.85
2022/03/08,15:25:00,348.1
2022/03/08,15:20:00,348.05
2022/03/08,15:15:00,348.65
2022/03/08,15:10:00,348.9
2022/03/08,15:05:00,349.35
2022/03/08,15:00:00,349.4
2022/03/08,14:55:00,349.2
2022/03/08,14:50:00,349.25
2022/03/08,14:45:00,349.3
2022/03/08,14:40:00,349.45
2022/03/08,14:35:00,349.55
2022/03/08,14:30:00,349.55
2022/03/08,14:25:00,349.45
2022/03/08,14:20:00,350
2022/03/08,14:15:00,350
2022/03/08,14:10:00,350.05
2022/03/08,14:05:00,349.8
2022/03/08,14:00:00,349.65
2022/03/08,13:55:00,349.45
2022/03/08,13:50:00,349.55
2022/03/08,13:45:00,349.4
2022/03/08,13:40:00,349.5
2022/03/08,13:35:00,349.5
2022/03/08,13:30:00,349.45
2022/03/08,13:25:00,349.35
2022/03/08,13:20:00,349.4
2022/03/08,13:15:00,349.55
2022/03/08,13:10:00,349.7
2022/03/08,13:05:00,349.8
2022/03/08,13:00:00,349.85
2022/03/08,12:55:00,350.1
2022/03/08,12:50:00,350.05
2022/03/08,12:45:00,350.1
2022/03/08,12:40:00,350.1
2022/03/08,12:35:00,350.35
2022/03/08,12:30:00,350.35
2022/03/08,12:25:00,350.05
2022/03/08,12:20:00,350
2022/03/08,12:15:00,349.75
2022/03/08,12:10:00,349.65
2022/03/08,12:05:00,349.9
2022/03/08,12:00:00,349.55
2022/03/08,11:55:00,349.45
2022/03/08,11:50:00,349.5
2022/03/08,11:45:00,349.35
2022/03/08,11:40:00,349.85
2022/03/08,11:35:00,350.1
2022/03/08,11:30:00,350.05
2022/03/08,11:25:00,350.1
2022/03/08,11:20:00,350.45
2022/03/08,11:15:00,350.7
2022/03/08,11:10:00,350.35
2022/03/08,11:05:00,350.35
2022/03/08,11:00:00,350.45
2022/03/08,10:55:00,350.8
2022/03/08,10:50:00,350.4
2022/03/08,10:45:00,350.9
2022/03/08,10:40:00,350.85
2022/03/08,10:35:00,350.1
2022/03/08,10:30:00,351.4
2022/03/08,10:25:00,351.1
2022/03/08,10:20:00,351.65
2022/03/08,10:15:00,351.8
2022/03/08,10:10:00,351.9
2022/03/08,10:05:00,351.25
2022/03/08,10:00:00,351.25
2022/03/08,09:55:00,350.8
2022/03/08,09:50:00,350.5
2022/03/08,09:45:00,350.65
2022/03/08,09:40:00,351
2022/03/08,09:35:00,350.6
2022/03/08,09:30:00,349.3
2022/03/08,09:25:00,349.95
2022/03/08,09:20:00,350.1
2022/03/08,09:15:00,349.7
2022/03/08,09:10:00,348.35
2022/03/08,09:05:00,348.25
2022/03/08,09:00:00,347.05
2022/03/07,15:45:00,352.5
2022/03/07,15:30:00,352.75
2022/03/07,15:25:00,352.4
2022/03/07,15:20:00,352.35
2022/03/07,15:15:00,352.55
2022/03/07,15:10:00,352.55
2022/03/07,15:05:00,352.75
2022/03/07,15:00:00,352.75
2022/03/07,14:55:00,352.9
2022/03/07,14:50:00,352.9
2022/03/07,14:45:00,352.65
2022/03/07,14:40:00,352.65
2022/03/07,14:35:00,352.5
2022/03/07,14:30:00,352.45
2022/03/07,14:25:00,353.4
2022/03/07,14:20:00,353.8
2022/03/07,14:15:00,354
2022/03/07,14:10:00,353.1
2022/03/07,14:05:00,353
2022/03/07,14:00:00,352.9
2022/03/07,13:55:00,352.95
2022/03/07,13:50:00,352.85
2022/03/07,13:45:00,352.9
2022/03/07,13:40:00,353.1
2022/03/07,13:35:00,352.9
2022/03/07,13:30:00,352.75
2022/03/07,13:25:00,352.85
2022/03/07,13:20:00,352.85
2022/03/07,13:15:00,352.45
2022/03/07,13:10:00,352.3
2022/03/07,13:05:00,352.2
2022/03/07,13:00:00,352.05
2022/03/07,12:55:00,352.1
2022/03/07,12:50:00,352.2
2022/03/07,12:45:00,352.25
2022/03/07,12:40:00,352.05
2022/03/07,12:35:00,352.05
2022/03/07,12:30:00,352.35
2022/03/07,12:25:00,352.75
2022/03/07,12:20:00,352.3
2022/03/07,12:15:00,351.45
2022/03/07,12:10:00,351.1
2022/03/07,12:05:00,351.2
2022/03/07,12:00:00,351.15
2022/03/07,11:55:00,351.3
2022/03/07,11:50:00,351.3
2022/03/07,11:45:00,351.3
2022/03/07,11:40:00,351.25
2022/03/07,11:35:00,351.4
2022/03/07,11:30:00,351.65
2022/03/07,11:25:00,351.55
2022/03/07,11:20:00,351.45
2022/03/07,11:15:00,351.55
2022/03/07,11:10:00,351.2
2022/03/07,11:05:00,351.15
2022/03/07,11:00:00,350.95
2022/03/07,10:55:00,350.85
2022/03/07,10:50:00,350.65
2022/03/07,10:45:00,350.9
2022/03/07,10:40:00,351.05
2022/03/07,10:35:00,351.8
2022/03/07,10:30:00,352.05
2022/03/07,10:25:00,352.55
2022/03/07,10:20:00,352.9
2022/03/07,10:15:00,352.75
2022/03/07,10:10:00,353.1
2022/03/07,10:05:00,353.25
2022/03/07,10:00:00,353.2
2022/03/07,09:55:00,353.2
2022/03/07,09:50:00,353
2022/03/07,09:45:00,352.95
2022/03/07,09:40:00,353
2022/03/07,09:35:00,353
2022/03/07,09:30:00,353.35
2022/03/07,09:25:00,352.9
2022/03/07,09:20:00,353.2
2022/03/07,09:15:00,354.05
2022/03/07,09:10:00,353.85
2022/03/07,09:05:00,354.6
2022/03/07,09:00:00,354.75
2022/03/04,15:45:00,361
2022/03/04,15:30:00,361.15
2022/03/04,15:25:00,361.35
2022/03/04,15:20:00,361.35
2022/03/04,15:15:00,361.55
2022/03/04,15:10:00,361.45
2022/03/04,15:05:00,361.65
2022/03/04,15:00:00,361.6
2022/03/04,14:55:00,361.8
2022/03/04,14:50:00,361.4
2022/03/04,14:45:00,361.35
2022/03/04,14:40:00,361.5
2022/03/04,14:35:00,361.5
2022/03/04,14:30:00,361.65
2022/03/04,14:25:00,361.5
2022/03/04,14:20:00,361.75
2022/03/04,14:15:00,361.7
2022/03/04,14:10:00,361.65
2022/03/04,14:05:00,361.45
2022/03/04,14:00:00,361.5
2022/03/04,13:55:00,361.05
2022/03/04,13:50:00,360.9
2022/03/04,13:45:00,360.7
2022/03/04,13:40:00,360.85
2022/03/04,13:35:00,360.85
2022/03/04,13:30:00,360.9
2022/03/04,13:25:00,360.8
2022/03/04,13:20:00,361.05
2022/03/04,13:15:00,361.15
2022/03/04,13:10:00,360.95
2022/03/04,13:05:00,360.95
2022/03/04,13:00:00,361
2022/03/04,12:55:00,361.15
2022/03/04,12:50:00,361.15
2022/03/04,12:45:00,360.85
2022/03/04,12:40:00,361.35
2022/03/04,12:35:00,361.35
2022/03/04,12:30:00,361.45
2022/03/04,12:25:00,361.6
2022/03/04,12:20:00,361.55
2022/03/04,12:15:00,361.35
2022/03/04,12:10:00,361.55
2022/03/04,12:05:00,361.75
2022/03/04,12:00:00,361.6
2022/03/04,11:55:00,361.45
2022/03/04,11:50:00,361.35
2022/03/04,11:45:00,361.35
2022/03/04,11:40:00,361.8
2022/03/04,11:35:00,362.2
2022/03/04,11:30:00,361.8
2022/03/04,11:25:00,361.5
2022/03/04,11:20:00,362
2022/03/04,11:15:00,361.8
2022/03/04,11:10:00,362.05
2022/03/04,11:05:00,361.65
2022/03/04,11:00:00,361.3
2022/03/04,10:55:00,361.8
2022/03/04,10:50:00,361.85
2022/03/04,10:45:00,361.7
2022/03/04,10:40:00,361.35
2022/03/04,10:35:00,361.15
2022/03/04,10:30:00,361.2
2022/03/04,10:25:00,360.7
2022/03/04,10:20:00,361.05
2022/03/04,10:15:00,360.45
2022/03/04,10:10:00,360.3
2022/03/04,10:05:00,360.1
2022/03/04,10:00:00,360.8
2022/03/04,09:55:00,360.75
2022/03/04,09:50:00,361
2022/03/04,09:45:00,361.35
2022/03/04,09:40:00,360.95
2022/03/04,09:35:00,360.9
2022/03/04,09:30:00,361.45
2022/03/04,09:25:00,362.1
2022/03/04,09:20:00,362.05
2022/03/04,09:15:00,362.95
2022/03/04,09:10:00,363.7
2022/03/04,09:05:00,363.6
2022/03/04,09:00:00,364.9
2022/03/03,15:45:00,366.7
2022/03/03,15:30:00,367
2022/03/03,15:25:00,366.8
2022/03/03,15:20:00,367.05
2022/03/03,15:15:00,367.1
2022/03/03,15:10:00,367.35
2022/03/03,15:05:00,367.15
2022/03/03,15:00:00,367
2022/03/03,14:55:00,366.95
2022/03/03,14:50:00,366.9
2022/03/03,14:45:00,366.6
2022/03/03,14:40:00,366.45
2022/03/03,14:35:00,366.6
2022/03/03,14:30:00,366.4
2022/03/03,14:25:00,366.2
2022/03/03,14:20:00,366.1
2022/03/03,14:15:00,366.25
2022/03/03,14:10:00,366.45
2022/03/03,14:05:00,366.45
2022/03/03,14:00:00,366.35
2022/03/03,13:55:00,366.35
2022/03/03,13:50:00,366.4
2022/03/03,13:45:00,366.5
2022/03/03,13:40:00,366.75
2022/03/03,13:35:00,366.85
2022/03/03,13:30:00,366.65
2022/03/03,13:25:00,366.7
2022/03/03,13:20:00,366.65
2022/03/03,13:15:00,366.5
2022/03/03,13:10:00,366.4
2022/03/03,13:05:00,366.3
2022/03/03,13:00:00,366.55
2022/03/03,12:55:00,366.65
2022/03/03,12:50:00,366.4
2022/03/03,12:45:00,366.4
2022/03/03,12:40:00,366.7
2022/03/03,12:35:00,366.8
2022/03/03,12:30:00,366.7
2022/03/03,12:25:00,367.2
2022/03/03,12:20:00,366.95
2022/03/03,12:15:00,367.05
2022/03/03,12:10:00,367.1
2022/03/03,12:05:00,367.05
2022/03/03,12:00:00,367.15
2022/03/03,11:55:00,367
2022/03/03,11:50:00,366.85
2022/03/03,11:45:00,367.05
2022/03/03,11:40:00,367.25
2022/03/03,11:35:00,367.2
2022/03/03,11:30:00,367
2022/03/03,11:25:00,366.9
2022/03/03,11:20:00,366.35
2022/03/03,11:15:00,366.25
2022/03/03,11:10:00,366.1
2022/03/03,11:05:00,365.95
